Assortment,Probability
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 15, 25]","[0.20264192882123325, 0.6148514880874649, 0.18250658309130194]"
"[0, 11, 1, 9]","[0.16076949484424885, 0.2189652653024922, 0.04482365117870435, 0.5754415886745549]"
"[0, 18, 25, 30, 7]","[0.11048168050405535, 0.31598785435169147, 0.1417450483242045, 0.007410592109708066, 0.4243748247103407]"
"[0, 12, 2, 20, 21, 7]","[0.0944054353666973, 0.15793103494446908, 0.01250706453831617, 0.3897031612565539, 0.007267768570808343, 0.3381855353231554]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 14, 8]","[0.20137501634837074, 0.3225157791888559, 0.47610920446277355]"
"[0, 29, 12, 24]","[0.25391923274283934, 0.010067683161751263, 0.575227729990939, 0.16078535410447065]"
"[0, 5, 6, 27, 11]","[0.16805117841262673, 0.10793304564693917, 0.42141968386890005, 0.003912237559220602, 0.2986838545123136]"
"[0, 14, 30, 16, 10, 22]","[0.08749120696726545, 0.1965997383382936, 0.0030098117204786813, 0.10613918971518155, 0.5502837973117489, 0.05647625594703179]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 25, 8]","[0.13352455471463287, 0.20942673458966882, 0.6570487106956986]"
"[0, 22, 14, 20]","[0.12117617640025072, 0.01897581868398205, 0.30275589935156394, 0.5570921055642035]"
"[0, 13, 4, 19, 30]","[0.15292972221276502, 0.30118335345713826, 0.04869525791756034, 0.49188775573515225, 0.0053039106773843225]"
"[0, 3, 29, 19, 23, 15]","[0.12922070925343496, 0.02733732793991562, 0.00231700644843452, 0.4269168223197246, 0.052791057870355235, 0.36141707616813523]"
"[0, 23]","[0.45415027380082446, 0.5458497261991758]"
"[0, 21, 6]","[0.2592103196486226, 0.10948781906809127, 0.6313018612832861]"
"[0, 15, 17, 26]","[0.21980358205505868, 0.44166236885945975, 0.3374749266734103, 0.0010591224120714182]"
"[0, 8, 12, 18, 21]","[0.12827315520921745, 0.4063016265702335, 0.18927610947171186, 0.24078266566515294, 0.035366443083684404]"
"[0, 21, 14, 19, 7, 27]","[0.11090959427677216, 0.017364384925416695, 0.22469822471941658, 0.29881885895635407, 0.3472578987396576, 0.0009510383823830612]"
"[0, 7]","[0.3170062632437462, 0.682993736756254]"
"[0, 20, 6]","[0.11867603842490838, 0.523372193786247, 0.35795176778884474]"
"[0, 30, 15, 22]","[0.2558674959121949, 0.00858102521149113, 0.6417057180487356, 0.09384576082757852]"
"[0, 2, 26, 20, 9]","[0.09420078918382584, 0.011884441853450903, 0.00026478060301785456, 0.4144649106005411, 0.4791850777591644]"
"[0, 3, 14, 24, 16, 8]","[0.08969860411558991, 0.030687115232590437, 0.2410981286590653, 0.10381018528827198, 0.12665092971502265, 0.40805503698946]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 16, 21]","[0.30925793656315803, 0.6191030375819355, 0.07163902585490653]"
"[0, 18, 1, 12]","[0.20159863214983714, 0.45402446258196283, 0.031792978806258705, 0.31258392646194144]"
"[0, 1, 21, 26, 11]","[0.3000927809615636, 0.06209121413936547, 0.06480384291397903, 0.005537357117912526, 0.5674748048671796]"
"[0, 3, 18, 7, 14, 25]","[0.0735447833758529, 0.02022910245632726, 0.19851805157771737, 0.3522431815041609, 0.23352590764299344, 0.12193897344294823]"
"[0, 1]","[0.654406942982526, 0.34559305701747417]"
"[0, 29, 1]","[0.606288309804005, 0.14196996877973017, 0.25174172141626505]"
"[0, 9, 5, 26]","[0.15968399805374955, 0.7306800249814009, 0.10444844893418094, 0.005187528030668734]"
"[0, 29, 14, 21, 18]","[0.1840317422863314, 0.003199608458494035, 0.3731637405190884, 0.03538095193714597, 0.40422395679894035]"
"[0, 19, 29, 11, 5, 7]","[0.11256280158621376, 0.3158457580651511, 0.0030144842471098512, 0.156376713011055, 0.05186455970390455, 0.36033568338656596]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 1, 7]","[0.2658062086939905, 0.06568759055278821, 0.6685062007532214]"
"[0, 17, 23, 8]","[0.1444807971916354, 0.25782673503418985, 0.09989741774144663, 0.4977950500327284]"
"[0, 2, 9, 24, 12]","[0.09870604857478356, 0.02810743752112029, 0.5347037720967613, 0.11380337924181026, 0.22467936256552465]"
"[0, 18, 10, 15, 30, 25]","[0.05249909303639371, 0.14117802118270142, 0.4912047780797061, 0.19988800813215846, 0.0018822529360837173, 0.11334784663295674]"
"[0, 7]","[0.3170062632437462, 0.682993736756254]"
"[0, 2, 20]","[0.14895835742037572, 0.0406712813092165, 0.8103703612704078]"
"[0, 4, 14, 8]","[0.14880409373819253, 0.07917924491874254, 0.3121207062895703, 0.4598959550534948]"
"[0, 28, 21, 2, 6]","[0.22397842810196095, 0.007482131234960045, 0.08583221851455199, 0.0640548794362042, 0.618652342712323]"
"[0, 2, 21, 16, 26, 11]","[0.23307952608530685, 0.05351604824722419, 0.04831032874069059, 0.34034433229257444, 0.0012842553577244618, 0.3234655092764796]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 18, 3]","[0.23743116190890032, 0.6638242660505496, 0.09874457204055012]"
"[0, 16, 25, 15]","[0.1584098433829217, 0.2523635311951232, 0.14842377117671443, 0.4408028542452408]"
"[0, 6, 24, 13, 20]","[0.0803652125810278, 0.3085929737086164, 0.05899791625950926, 0.1835727852572985, 0.3684711121935482]"
"[0, 2, 17, 22, 11, 8]","[0.12428365714338502, 0.030032578012441156, 0.18289752750405283, 0.06002513620760927, 0.17654283308285598, 0.42621826804965596]"
"[0, 24]","[0.40262125827819256, 0.5973787417218075]"
"[0, 20, 1]","[0.14981145193623202, 0.8174612614870527, 0.03272728657671549]"
"[0, 8, 24, 18]","[0.11900986266020847, 0.4731282503916876, 0.11217698240228492, 0.29568490454581914]"
"[0, 7, 20, 21, 12]","[0.09821988172070074, 0.339901641791572, 0.3948919524935982, 0.008593155519149302, 0.15839336847497995]"
"[0, 25, 4, 29, 20, 9]","[0.066019779354129, 0.08418635443439093, 0.019947829215409888, 0.0016991850413928592, 0.35646605265851933, 0.47168079929615814]"
"[0, 15]","[0.33079306552456783, 0.6692069344754323]"
"[0, 30, 16]","[0.3388854185797608, 0.05181168938861022, 0.6093028920316292]"
"[0, 1, 24, 18]","[0.19955978928443333, 0.05229004759092114, 0.11599049900423275, 0.632159664120413]"
"[0, 1, 19, 26, 25]","[0.14682534312667092, 0.037190613140392535, 0.6810970654403187, 0.0014145806096925993, 0.1334723976829255]"
"[0, 5, 21, 11, 17, 10]","[0.08611957483213634, 0.059741752822267985, 0.02440864888004499, 0.12969632023360517, 0.13354578216847793, 0.5664879210634678]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 11, 2]","[0.3269775972829148, 0.5778238063838956, 0.09519859633318964]"
"[0, 8, 26, 1]","[0.23056616547867248, 0.7022154771256337, 0.008414716507322817, 0.058803640888371186]"
"[0, 26, 6, 12, 23]","[0.14488929583930793, 0.0008627781813771098, 0.41087118937205913, 0.3206055717344764, 0.12277116487277959]"
"[0, 5, 30, 24, 17, 13]","[0.1618283268650122, 0.06660208412239847, 0.003867251105975524, 0.09515852726987568, 0.32771057801927395, 0.3448332326174643]"
"[0, 8]","[0.27826220719908945, 0.7217377928009108]"
"[0, 7, 27]","[0.3070192231171662, 0.6805519252023773, 0.012428851680456869]"
"[0, 18, 10, 4]","[0.10063129457291074, 0.23442703699222722, 0.620899331558667, 0.04404233687619531]"
"[0, 10, 21, 29, 1]","[0.11535333197384329, 0.8003100781259616, 0.049648190012315185, 0.004985845004094158, 0.029702554883786106]"
"[0, 11, 23, 29, 20, 3]","[0.12004634504269732, 0.2182706672245997, 0.031023877902169383, 0.002052225845416665, 0.6009016248406044, 0.027705259144512724]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 18, 30]","[0.2566635123723457, 0.7185826098605961, 0.024753877767058417]"
"[0, 10, 12, 25]","[0.06635645520127854, 0.6127479946800383, 0.180530415056463, 0.14036513506222045]"
"[0, 28, 14, 7, 1]","[0.1810715847452578, 0.0037555409858911044, 0.3409127265874462, 0.42291838925227676, 0.051341758429128304]"
"[0, 27, 2, 7, 11, 16]","[0.16297833405239576, 0.0037357171572086987, 0.049923479489975754, 0.39464236686562326, 0.20740354753431572, 0.1813165549004809]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 14, 25]","[0.21205139448513072, 0.5976417313795114, 0.19030687413535813]"
"[0, 18, 21, 7]","[0.16955541676231695, 0.36036516363963655, 0.04083682933119805, 0.42924259026684863]"
"[0, 2, 30, 11, 24]","[0.2504199981982595, 0.05634582815411596, 0.018594086552237855, 0.5259268362268306, 0.1487132508685562]"
"[0, 26, 8, 14, 2, 18]","[0.12262244947082658, 0.0007060816080476122, 0.3908301001077701, 0.232377702571937, 0.028077401506632047, 0.2253862647347869]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 16, 7]","[0.2397529089418106, 0.29028777430661806, 0.46995931675157143]"
"[0, 26, 5, 21]","[0.400930700549334, 0.04892857168802078, 0.3769537633867765, 0.1731869643758689]"
"[0, 26, 11, 17, 24]","[0.185905934111027, 0.0005781737496768499, 0.30893825703964073, 0.383815626262315, 0.12076200883734058]"
"[0, 18, 6, 22, 11, 28]","[0.13233922066208584, 0.27202852342761846, 0.347169729404093, 0.06049548969548941, 0.1860163475023061, 0.0019506893084072633]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 16, 27]","[0.34864662477529607, 0.6360024221256018, 0.015350953099102402]"
"[0, 16, 26, 4]","[0.29015208290525246, 0.5380709209374366, 0.00732388397800977, 0.16445311217930128]"
"[0, 2, 28, 6, 16]","[0.21557035148621773, 0.06007037651154443, 0.012335233593488691, 0.4221300076587353, 0.289894030750014]"
"[0, 29, 7, 24, 15, 18]","[0.08665831072809671, 0.0018822529360837173, 0.344818426312513, 0.10277594854551418, 0.2645325178624908, 0.19933254361530178]"
"[0, 2]","[0.6171762553809882, 0.382823744619012]"
"[0, 26, 10]","[0.15663513629251358, 0.005119091658345188, 0.8382457720491414]"
"[0, 2, 14, 20]","[0.12213607449399502, 0.018282114930546794, 0.29947948261378815, 0.5601023279616703]"
"[0, 3, 27, 17, 7]","[0.18481764852452723, 0.0641189486946042, 0.00563900261877351, 0.3038438539011392, 0.44158054626095605]"
"[0, 25, 4, 26, 20, 12]","[0.09690395793836516, 0.08700138422275992, 0.028549007251092856, 8.826020100595152e-05, 0.5461721662477376, 0.24128522413903872]"
"[0, 16]","[0.35380467873167504, 0.6461953212683251]"
"[0, 19, 24]","[0.16751296154674614, 0.7314159240885767, 0.10107111436467739]"
"[0, 27, 24, 10]","[0.09068100928299988, 0.0009036345355406081, 0.12705882947530261, 0.7813565267061571]"
"[0, 4, 11, 9, 22]","[0.11962378691862181, 0.06008493115140463, 0.2056207305373719, 0.5555154443618964, 0.05915510703070539]"
"[0, 2, 25, 16, 7, 11]","[0.09245485647940252, 0.02189514984507934, 0.14222205907401578, 0.15913449038528021, 0.3906596967356338, 0.19363374748058865]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 9, 14]","[0.17265771380204267, 0.5360318762537342, 0.2913104099442233]"
"[0, 9, 26, 23]","[0.1420997466399046, 0.7349356432033938, 0.0009312145537006559, 0.12203339560300118]"
"[0, 25, 18, 5, 26]","[0.16878744634586484, 0.13965675022511886, 0.5823634503279113, 0.1077777724914127, 0.0014145806096925993]"
"[0, 23, 6, 1, 26, 14]","[0.1269818460452636, 0.10282196130190588, 0.38607895604116094, 0.02729243580254049, 0.0006178214070416606, 0.3562069794020875]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 16, 5]","[0.2792222792056199, 0.5305109975898475, 0.19026672320453283]"
"[0, 18, 12, 7]","[0.15102457163329733, 0.2754928332367869, 0.20367993808694726, 0.3698026570429688]"
"[0, 11, 8, 21, 27]","[0.16926145731973774, 0.25413242749972265, 0.5018924235550362, 0.07291969889042585, 0.0017939927350777657]"
"[0, 23, 5, 26, 19, 10]","[0.07553909819277814, 0.04328644058804519, 0.038213519231228385, 0.0004413010050297576, 0.26374446886317676, 0.5787751721197418]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 29, 15]","[0.32726302409371516, 0.010383535401582674, 0.6623534405047024]"
"[0, 2, 18, 11]","[0.20350246155549506, 0.04401188668355328, 0.4717915643730291, 0.28069408738792273]"
"[0, 4, 22, 14, 16]","[0.19550004629041096, 0.06598999619663747, 0.05570202824539125, 0.4068278432355173, 0.2759800860320432]"
"[0, 13, 10, 5, 30, 21]","[0.09054636863037385, 0.20363564392367006, 0.6075869362346146, 0.06612555714298277, 0.003889330067691724, 0.028216164000667215]"
"[0, 10]","[0.15928294232269213, 0.840717057677308]"
"[0, 25, 2]","[0.3218030282374614, 0.5090809091717243, 0.1691160625908145]"
"[0, 17, 12, 3]","[0.21850873104317603, 0.3767433434686054, 0.3347876403829408, 0.06996028510527802]"
"[0, 15, 5, 19, 24]","[0.11773642799681006, 0.3565395996955967, 0.04360295441176542, 0.4093773273279399, 0.07274369056788808]"
"[0, 28, 15, 7, 1, 23]","[0.1168070757968383, 0.0015490359607423167, 0.3546176029518453, 0.40229450415018986, 0.026090559422392127, 0.09864122171799233]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 13, 2]","[0.30900208751165953, 0.6061633084955327, 0.084834603992808]"
"[0, 28, 12, 22]","[0.29196985935230657, 0.008254166885282346, 0.5939489973770568, 0.10582697638535457]"
"[0, 29, 21, 1, 6]","[0.2276305691836304, 0.01280312406500239, 0.08749412891699618, 0.05218061333275854, 0.6198915645016125]"
"[0, 20, 10, 2, 27, 21]","[0.07550836263560709, 0.3570326449806477, 0.5494198272006585, 0.009985372420876451, 0.0005979975783592553, 0.007455795183851191]"
"[0, 26]","[0.7981992392461229, 0.20180076075387726]"
"[0, 2, 24]","[0.35957012982157627, 0.20219735868786015, 0.43823251149056375]"
"[0, 2, 10, 19]","[0.09291213061053935, 0.018903303366558454, 0.5905809257283743, 0.297603640294528]"
"[0, 13, 21, 29, 8]","[0.15951829252897753, 0.2899589865579446, 0.06962957509789207, 0.0037205658551574634, 0.4771725799600285]"
"[0, 23, 11, 29, 5, 7]","[0.12339411740230385, 0.08395767301198157, 0.2647151621451481, 0.003011020417277369, 0.07586217349863596, 0.4490598535246532]"
"[0, 19]","[0.206054334119658, 0.7939456658803423]"
"[0, 19, 28]","[0.2057012933156342, 0.7873276821597344, 0.006971024524631505]"
"[0, 5, 14, 9]","[0.12529606904258178, 0.08594227580149413, 0.27853299697710804, 0.5102286581788161]"
"[0, 23, 2, 26, 7]","[0.17694438833615322, 0.136322305460298, 0.04998804355027902, 0.0017952014318764532, 0.6349500612213934]"
"[0, 18, 30, 24, 15, 1]","[0.1409733211566599, 0.3498146837494081, 0.003071700600123273, 0.09934493634181878, 0.3905886686817768, 0.016206689470213444]"
"[0, 18]","[0.2624907787499089, 0.7375092212500911]"
"[0, 10, 19]","[0.09670310804484011, 0.5953172416722738, 0.3079796502828862]"
"[0, 20, 28, 25]","[0.11836056723040406, 0.7713839927877617, 0.0032759823709407644, 0.10697945761089353]"
"[0, 28, 6, 16, 24]","[0.16160198651617694, 0.005676070860677516, 0.42571956611971484, 0.2747990881721482, 0.1322032883312827]"
"[0, 28, 25, 11, 4, 16]","[0.17431978670287213, 0.0018714189309957815, 0.13949151225411313, 0.3061425233382848, 0.05642670370724398, 0.3217480550664904]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 16, 6]","[0.25313465379641054, 0.31603318018091225, 0.43083216602267743]"
"[0, 25, 10, 1]","[0.0731494428138163, 0.15173335120581516, 0.7585465537471405, 0.01657065223322822]"
"[0, 15, 8, 27, 21]","[0.14435376530783145, 0.3402511038155311, 0.4494672108005022, 0.0010591224120714182, 0.06486879766406398]"
"[0, 13, 3, 20, 7, 22]","[0.08889667855850975, 0.1752386863690463, 0.01851411486694341, 0.3678163025081921, 0.3330996812777233, 0.016434536419585373]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 27, 13]","[0.36862662248759953, 0.007189787982185875, 0.6241835895302148]"
"[0, 26, 8, 23]","[0.1751133585411042, 0.0017069412308705018, 0.6844674325464575, 0.1387122676815679]"
"[0, 23, 14, 29, 3]","[0.23642097108891116, 0.10273077377445533, 0.5933973383909563, 0.005620548025775144, 0.06183036871990229]"
"[0, 1, 19, 25, 11, 7]","[0.07889556871734685, 0.007907545097866696, 0.2816868520276484, 0.11676931967126511, 0.1539895574848127, 0.3607511570010604]"
"[0, 22]","[0.5171014660805294, 0.4828985339194708]"
"[0, 17, 25]","[0.21239055622586495, 0.6049833466581799, 0.18262609711595532]"
"[0, 25, 4, 9]","[0.09643603996448331, 0.1669925476150741, 0.046838616162809925, 0.6897327962576327]"
"[0, 4, 21, 13, 19]","[0.1496934496084384, 0.0472702094877155, 0.013064655994645966, 0.30204854903211276, 0.4879231358770876]"
"[0, 27, 21, 11, 1, 18]","[0.1947683037059106, 0.0017465888882353124, 0.03311770270165344, 0.27841259849777145, 0.02976038459718069, 0.4621944216092487]"
"[0, 9]","[0.22387921129745417, 0.7761207887025459]"
"[0, 15, 22]","[0.25708798742422695, 0.6472520550174485, 0.09565995755832471]"
"[0, 24, 10, 30]","[0.09010283553332303, 0.12591144686222525, 0.7794275361924801, 0.0045581814119719]"
"[0, 14, 1, 8, 17]","[0.1373622144538661, 0.24771292354908536, 0.027305897637252864, 0.4050667100318828, 0.18255225432791308]"
"[0, 20, 11, 8, 3, 24]","[0.07878049146806093, 0.3443353560622807, 0.1269347241510625, 0.3810681850933981, 0.015371189933167186, 0.05351005329203068]"
"[0, 28]","[0.7655117229430666, 0.2344882770569336]"
"[0, 28, 4]","[0.5219499983080494, 0.091835876697727, 0.38621412499422386]"
"[0, 1, 13, 21]","[0.2839323281640119, 0.05433419072793365, 0.6008338828323576, 0.060899598275697034]"
"[0, 9, 17, 4, 24]","[0.0991087504315345, 0.5494998670173624, 0.20558800995363763, 0.043191604550881606, 0.10261176804658406]"
"[0, 13, 28, 22, 17, 6]","[0.12974900442307008, 0.244736586011455, 0.0018822529360837173, 0.07185544059167445, 0.2062058416856666, 0.3455708743520503]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 17, 27]","[0.3102581952286581, 0.6796318519710622, 0.010109952800279638]"
"[0, 12, 8, 26]","[0.2149597177864086, 0.2820143548343701, 0.5008392461827551, 0.0021866811964663824]"
"[0, 21, 4, 19, 30]","[0.1836187747072933, 0.01447681921074119, 0.08106921767461518, 0.7080744639085091, 0.012760724498841327]"
"[0, 3, 27, 13, 8, 19]","[0.10862512631382203, 0.027077510120082096, 0.001460775759736365, 0.1879331389069407, 0.3863139020207333, 0.2885895468786857]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 11, 8]","[0.22141561830063605, 0.2627422795409411, 0.5158421021584231]"
"[0, 23, 8, 28]","[0.17462344499243332, 0.13791792587251434, 0.6832978087111004, 0.004160820423952114]"
"[0, 29, 2, 25, 14]","[0.20750753148967885, 0.004637232161282727, 0.036475290220282605, 0.1726778778069356, 0.5787020683218205]"
"[0, 21, 7, 11, 5, 20]","[0.09252526578615602, 0.0059211154152608424, 0.3409930645000959, 0.13720093059169566, 0.03505645685444293, 0.3883031668523488]"
"[0, 11]","[0.3918331045875865, 0.6081668954124135]"
"[0, 14, 30]","[0.3485453619987341, 0.6342154805763435, 0.017239157424922713]"
"[0, 24, 27, 8]","[0.15572198003614576, 0.17081530915836296, 0.0019518980052059508, 0.6715108128002854]"
"[0, 4, 17, 14, 29]","[0.200494502024589, 0.07310340307853128, 0.33383393359871055, 0.38761970881840613, 0.004948452479763142]"
"[0, 18, 14, 1, 21, 8]","[0.11568775199285035, 0.2167422591835731, 0.2313779801352932, 0.017423464022653972, 0.028461405761220963, 0.3903071389044087]"
"[0, 13]","[0.37037705537265336, 0.6296229446273469]"
"[0, 11, 18]","[0.21879355908642073, 0.2896664911950713, 0.4915399497185082]"
"[0, 1, 25, 27]","[0.3236590087399848, 0.14125640599712233, 0.4931063307879665, 0.0419782544749266]"
"[0, 27, 16, 10, 4]","[0.11282429239488173, 0.005228384384832233, 0.15422752182322155, 0.6697762457808457, 0.05794355561621893]"
